Event	ID	Name			Wwise Object Path	Notes
	129866204	Play_Reroll			\Default Work Unit\Play_Reroll	
	156049301	Play_Reaction_Angry			\Default Work Unit\Play_Reaction_Angry	
	179339766	Play_Recap_Smash			\Default Work Unit\Play_Recap_Smash	
	267911644	Play_Dialogue			\Default Work Unit\Play_Dialogue	
	313177316	Play_Reaction_Baffled			\Default Work Unit\Play_Reaction_Baffled	
	360439834	Play_Reaction_Sweat			\Default Work Unit\Play_Reaction_Sweat	
	478303155	Play_Sale_Success			\Default Work Unit\Play_Sale_Success	
	490390828	Play_Reaction_Enraged			\Default Work Unit\Play_Reaction_Enraged	
	606149837	Play_amb_background_music_01			\Default Work Unit\Play_amb_background_music_01	
	948866160	Play_PopUp			\Default Work Unit\Play_PopUp	
	1028536316	Play_Price_Adjust_Down			\Default Work Unit\Play_Price_Adjust_Down	
	1042987450	Play_Select			\Default Work Unit\Play_Select	
	1061231824	Play_Reaction_Astonished			\Default Work Unit\Play_Reaction_Astonished	
	1330198245	Play_Goal_Fill			\Default Work Unit\Play_Goal_Fill	
	1360393603	Play_Richie_Dialogue			\Default Work Unit\Play_Richie_Dialogue	
	1791468588	Play_Reaction_Happy			\Default Work Unit\Play_Reaction_Happy	
	2498370409	Play_Reaction_Surprised			\Default Work Unit\Play_Reaction_Surprised	
	2547208403	Play_Goal_Complete			\Default Work Unit\Play_Goal_Complete	
	2608693169	Play_Vroom			\Default Work Unit\Play_Vroom	
	2733156247	Play_Price_Adjust_Up			\Default Work Unit\Play_Price_Adjust_Up	
	2973050106	Play_Recap_Woosh			\Default Work Unit\Play_Recap_Woosh	
	3401181452	Play_Recap_Shake			\Default Work Unit\Play_Recap_Shake	
	3548034815	Play_Reaction_Neutral			\Default Work Unit\Play_Reaction_Neutral	
	3614589308	Play_amb_tradingmusic_loop_01			\Default Work Unit\Play_amb_tradingmusic_loop_01	
	3721732298	Play_Customer_Arrive_and_Leave			\Default Work Unit\Play_Customer_Arrive_and_Leave	
	4107060150	Play_Reaction_Diamond			\Default Work Unit\Play_Reaction_Diamond	
	4132380204	Play_Sale_Failure			\Default Work Unit\Play_Sale_Failure	
	4136017490	Play_Confirm			\Default Work Unit\Play_Confirm	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	771672	dia_customer_happy_01	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_happy_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Happy Reaction Random Contrainer\dia_customer_happy_01		196140
	34570713	dia_customer_happy_02	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_happy_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Happy Reaction Random Contrainer\dia_customer_happy_02		98104
	64412360	sfx_recap_priceshake_01	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\sfx_recap_priceshake_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx_recap_priceshake_01		490300
	83149930	sfx_priceselection_adjust_03	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\sfx_priceselection_adjust_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Price Adjust Up Sequence Contrainer\sfx_priceselection_adjust_03		84720
	83313424	sfx_priceselection_adjust_10	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\sfx_priceselection_adjust_10_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Price Adjust Up Sequence Contrainer\sfx_priceselection_adjust_10		84720
	100327983	dia_customer_enraged_03	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_enraged_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reaction Enraged Random Container\dia_customer_enraged_03		200800
	101957778	dia_customer_speaking_07	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_speaking_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue Sequence Container\Normal Pitch Random Container\dia_customer_speaking_07		16980
	106497363	dia_customer_speaking_08	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_speaking_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue Sequence Container\Normal Pitch Random Container\dia_customer_speaking_08		20576
	130775598	amb_background_music_01	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\amb_background_music_01_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\amb_background_music_01		12490316
	132330246	dia_customer_astonished_01	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_astonished_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reaction Astonished Random Container\dia_customer_astonished_01		115332
	184760966	sfx_priceselection_adjust_02	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\sfx_priceselection_adjust_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Price Adjust Up Sequence Contrainer\sfx_priceselection_adjust_02		84720
	194909623	dia_customer_diamond_02	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_diamond_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reaction Diamond Random Container\dia_customer_diamond_02		97536
	206777414	sfx_goal_complete_01	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\sfx_goal_complete_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\sfx_goal_complete_01		185780
	237023969	amb_tradingtheme_start_01	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\RagsAndRichie_v1_FIRST_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music Sequence Container\amb_tradingtheme_start_01		29752540
	239599337	dia_customer_speaking_09	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_speaking_09_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue Sequence Container\Normal Pitch Random Container\dia_customer_speaking_09		36692
	269550988	dia_customer_sweat_03	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_sweat_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Reaction Sweat Random Container\dia_customer_sweat_03		98400
	279659600	dia_customer_speaking_03	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_speaking_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue Sequence Container\Normal Pitch Random Container\dia_customer_speaking_03		47736
	282769386	sfx_priceselection_adjust_06	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\sfx_priceselection_adjust_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Price Adjust Up Sequence Contrainer\sfx_priceselection_adjust_06		84720
	287534012	dia_customer_speaking_01	D:\UNI\DES310\Builds\Rags-and-Richie\RagsAndRichieAudioEvents\.cache\Windows\SFX\dia_customer_speaking_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue Sequence Container\Normal Pitch Random Container\dia_customer_speaking_01		41056
